Sentence,Score
"В 2018 году одновременно со Стратегией развития была актуализирована Долгосрочная программа развития Группы на 2018–2024 годы, направленная на достижение стратегических целей и включающая 20 программных мероприятий, больше половины которых относится к устойчивому развитию.",0
"В моно- городах компании сегодня живут порядка 50 тыс. человек, Компания является, по сути, регионообразующим предприятием в Якутии. ",0
В 2018 году отчисления дивидендов и налогов АЛРОСА в адрес Якутии составили около 80 млрд руб. — это почти половина доходной части бюджета республики.,0
Компания также отдельно финансирует экологические и социальные проекты. ,0
В 2018 году АЛРОСА удалось сохранить лидирующие позиции на глобальном рынке алмазодобычи и сделать несколько важных шагов в направлении повышения производственной эффективности и финансовой устойчивости. ,1
"Значительно увеличились по сравнению с предыдущим годом показатели выручки, EBITDA и чистой прибыли.",1
"Удельные операционные расходы в 2018 году снизились на 5% в реальном выражении по сравнению с прошлым годом, и, предположительно, будут сокращаться на 2% в год в течение следующих пяти лет.",1
"Рост выручки и меры по повышению рентабельности бизнеса позволили АЛРОСА продемонстрировать по итогам года сильные финансовые показатели, чистая прибыль по итогам 2018 года увеличилась на 15%
до 90 млрд руб. Свободный денежный поток вырос на 26% до 92 млрд руб., что, в свою очередь, позволило существенно снизить долговую нагрузку.",1
"Объем добычи алмазов в 2018 году составил 36,7 млн карат.",0
Эту потерю удалось частично компенсировать за счет увеличения объемов обработки руды на других промышленных площадках.,0
"Кроме того, осенью после нескольких лет подготовки состоялся запуск Верхне-Мунского месторождения, которое будет приносить порядка 1,8 млн карат алмазов в год в течение более 20 лет.",0
" Снижение объемов добычи относительно 2017 года было ожидаемым и обусловлено, главным образом, остановкой производства на трубке «Мир». ",0
"Ужесточение конкуренции, рост сегмента синтетических алмазов, изменение потребительских предпочтений — все это заставляет АЛРОСА работать над укреплением конкурентоспособности в долгосрочной перспективе, увеличением производительности труда на всех переделах, во всех звеньях технологической цепочки.",0
"Инвестиционная программа АЛРОСА в 2018 году составила почти
28 млрд рублей. Половина из этих средств была направлена на создание новых производственных мощностей. Завершилось масштабное техническое перевооружение на обогатительной фабрике No 12 Удачнинского ГОКа, где будет перерабатываться руда с Верхней Муны.",0
"Компания ведет свою деятельность в соответствии с лучшими мировыми бизнес-практиками, передовыми отраслевыми стандартами, Руководящими принципами предпринимательской деятельности в аспекте прав человека и Целями в области устойчивого развития ООН.",1
"В настоящее время в России нет стратегического документа в области устойчивого развития, но вопрос по продвижению ЦУР ООН на национальном уровне широко обсуждается как руководством страны, так и бизнес-лидерами.",0
"В Повестке дня в области устойчивого развития на период до 2030 года прямо указано, что достижение ЦУР ООН требует активного участия бизнеса.",0
"Для компании, как социально-ответственной компании, уже сегодня важно предпринять действия для встраивания ЦУР ООН на период до 2030 года в действующие стратегические документы компании или разработать новые.",0
По итогам 2018 года мы впервые подготовили Отчет о вкладе АК «АЛРОСА» (ПАО) в достижение целей в области устойчивого развития ООН за 2016–2018гг. ,0
Подготовка Отчета о вкладе в достижение ЦУР была обусловлена необходимостью определения приоритетных ЦУР ООН для АЛРОСА с целью последующего их мониторинга и определения вклада Компании в достижение Целей в области устойчивого развития ООН на период до 2030 года.,0
"Одним из ярких событий стало открытие в марте 2018 года в Якутске Республиканского детского реабилитационного центра, полностью построенного на средства АЛРОСА — около 1 млрд руб.",0
Отдельно хотелось бы отметить вклад АЛРОСА в общеотраслевые усилия по оцифровке воздействия алмазодобывающей промышленности на социально-экономическое развитие регионов присутствия. ,1
"По заказу алмазной отрасли в лице DPA независимое исследовательское агентство Trucost, часть S&P Dow Jones Indices, впервые в истории отрасли произвело такую оценку.
",0
"В опубликованном отчете, в том числе благодаря существенной доле АЛРОСА, чистый положительный вклад отрасли в мировую экономику был оценен в 16 млрд долл. США в год.",0
"Отличные результаты, которых АЛРОСА добилась в прошлом году, стали возможны благодаря усилиям топ-менеджмента и всех работников Компании, а также поддержке наших акционеров. ",1
"Группа АЛРОСА в очередной раз подтвердила, что является важнейшим элементом экономики Якутии, одной из крупнейших промышленных корпораций России и лидером мировой алмазной отрасли.",1
"Мы планируем внедрить в стратегию развития АЛРОСА ряд ESG показателей и целей устойчивого развития ООН 2030, которые находятся в периметре прямого влияния Компании, а также закрепить ответственность за их выполнение за менеджментом АЛРОСА.",0
"Особый фокус направлен на показатели и цели в области промышленной безопасности — мы ведем постоянную работу по обучению сотрудников правилам безопасного ведения работ непосредственно на производственных объектах, развитию и продвижению культуры безопасности на производстве.",1
"В будущем за каждым членом органов управления Компании, равно как и за каждым руководителем всех дочерних предприятий, будет закреплена ответственность за безопасность труда и охрану жизни и здоровья сотрудников АЛРОСА.",0
"Жизнь каждого сотрудника важна для нашей Компании, а безопасность нашего персонала является ключевым стратегическим приоритетом АЛРОСА.",1
"Мы продолжим работу, направленную на достижение стратегических целей АЛРОСА в области устойчивого развития, укрепление ее рыночных позиций и авторитета, рост производственных, финансовых показателей, акционерной стоимости, социальных и экологических начинаний.",1
"Миссия АЛРОСА — быть мировым лидером в алмазной отрасли, стабильно реализующим долгосрочные интересы акционеров благодаря эффективному использованию минерально-сырьевой базы.",1
"В Группе АЛРОСА работает 34,6 тыс. сотрудников, большинство из них — в Якутии. ",0
АЛРОСА привержена принципам устойчивого развития и международным стандартам корпоративной социальной ответственности. ,0
"Достижения Компании отмечены высокими позициями и присутствием в рейтингах FTSE4Good, MSCI ESG, Sustainalytics и WWF Russia.",1
"АЛРОСА — публичная компания, акции которой торгуются на Московской бирже. ",0
"Доля акций в свободном обращении составляет 34%, на долю Российской Федерации, Республики Саха (Якутия) и муниципальных образований Республики Саха (Якутия) приходится 66%. Рыночная капитализация на конец 2018 года составила 726 млрд руб. (10,5 млрд долл. США).",0
"Ядро группы АЛРОСА образуют головная компания АК «АЛРОСА» (ПАО) и ее основные алмазодобывающие дочерние предприятия — ПАО «АЛРОСА-Нюрба», АО «Алмазы Анабара», ПАО «Севералмаз», производственные мощности которых расположены на территории Республики Саха (Якутия) и в Архангельской области. ",0
"В Группу АЛРОСА также входит гранильное подразделение, зарубежные представительства в шести странах мира, вспомогательные промышленные организации, компании в сфере ЖКХ, санаторно-курортные, торговые и транспортные структуры.",0
АЛРОСА — крупнейшая алмазодобывающая компания в мире. АЛРОСА обладает крупнейшими запасами алмазов в мире (свыше 1 млрд карат).,0
"Основные активы расположены в России — в Республике Саха (Якутия) и Архангельской области, а также на африканском континенте. ",0
"Усиление внешних и внутренних вызовов, стоящих перед Группой АЛРОСА, стало причиной актуализации в 2018 году Стратегии развития на 2018–2024 гг.",0
"В 2013 году АЛРОСА разработала стратегию, определяющую приоритеты развития на долгосрочный период.  ",0
"Документ включает сформулированные и измеримые стратегические цели развития, целевую финансовую бизнес-модель и стратегические мероприятия.",0
"Территория России останется основным регионом добычи, а страны Африки рассматриваются как перспективные регионы для роста. ",0
АЛРОСА намерена повышать эффективность геологоразведочной деятельности посредством совершенствования имеющихся и внедрения новых методов и технологий поиска месторождений.,1
Стратегия развития АЛРОСА на 2018–2024 гг. год была утверждена Наблюдательным советом в ноябре 2018 года,0
"Стратегия исходит из предпосылок, что рынок бриллиантовых ювелирных изделий из природных алмазов будет испытывать давление со стороны син- тетических аналогов, а также других товаров и услуг, что ограничит рост цен на алмазное сырье в 2018–2024 гг.",0
АЛРОСА намерена придерживаться моно-продуктовой стратегии с фокусом на разведке и добыче алмазного сырья как самом привлекательном сегменте алмазной отрасли с наиболее высокой операционной маржой.,0
АЛРОСА продолжит вкладывать средства в разведку и разработку новых и поддержание действующих месторождений для обеспечения бесперебойной деятельности в долгосрочном периоде. ,0
"Для повышения операционной эффективности и поддержания рентабельности в период как стабильных, так и снижающихся цен на алмазы, АЛРОСА активно ищет пути оптимизации структуры затрат на всех этапах производственного процесса и проводит регулярный мониторинг новых технологий добычи и обогащения. ",0
"АЛРОСА также намерена работать над улучшением логистики, процессов сортировки и классификации алмазного сырья и обеспечить повышение ликвидности через сокращение оборачиваемости складских запасов до минимально возможной.",0
"Ключевыми приоритетами АЛРОСА являются охрана труда и промышленная безопасность, стратегической целью является полное исключение несчастных случаев и аварийных ситуаций, а также 100% вовлеченность руководителей в решение вопросов безопасности производства. ",0
"АЛРОСА намерена минимизировать негативное промышленное воздействие на окружающую среду, осуществлять рациональное недропользование, ресурсосбережение, соответствовать требованиям международных стандартов в области охраны окружающей среды и экологической безопасности.",1
"Целью АЛРОСА является формирование долгосрочного спроса на бриллианты природного происхождения на фоне меняющихся предпочтений целевой аудитории, продвижение природного бриллианта как эмоционального символа отношений.",1
Концентрация на профильном алмазном бизнесе посредством отчуждения непрофильных активов.,0
"Социальная политика АЛРОСА основывается на принципах социальной ответственности бизнеса и взаимовыгодного сотрудничества с органами государственной власти и органами местного самоуправления регионов присутствия. Долгосрочным ориентиром является сохранение инвестиций в региональное развитие, содержание собственных социальных объектов, благотворительность и спонсорство.",0
"В 2014 году была разработана Долгосрочная программа развития до 2023 года, которая определяла перспективы развития Группы АЛРОСА с учетом факторов макро- и микроокружения, а также конкретные мероприятия, позволяющие реализовать Стратегию развития.",0
"В 2018 году одновременно со Стратегией развития была актуализирована Долгосрочная программа развития Группы АЛРОСА на 2018–2024 гг., направленная на достижение стратегических целей. АЛРОСА реализовала инициативы по всем программным мероприятиям Долгосрочной программы развития.",0
Программные стратегические мероприятия АЛРОСА переведены в форму конкретных показателей оперативного управления — ключевых показателей эффективности (КПЭ).,0
"КПЭ интегрированы в систему мотивации менеджмента и устанавливают прямую зависимость суммы вознаграждения Генерального директора — председателя правления и членов Правления от уровня достижения целевых значений КПЭ, утвержденных акционерами.",0
В 2018 году Компания утвердила Политику в области устойчивого развития и корпоративной социальной ответственности. ,0
"Документ был разработан с учетом стратегии развития и направлен на ее поддержку, а также на содействие реализации миссии АЛРОСА — быть мировым лидером в алмазодобывающей отрасли при условии соблюдения высоких стандартов экологической и промышленной безопасности, социальной ответственности и корпоративного управления.",0
"Стратегия устойчивого развития интегрирована в деятельность АЛРОСА 
",0
"Компания принимает на себя обязательства подотчетности за воздействие ее решений
и деятельности
на окружающую среду, экономику
и общество,
а также за меры, принимаемые для предотвращения повторения непреднамеренных и непредвиденных негативных воздействий.",0
"Компания уважает, учитывает и реагирует на интересы заинтересованных сторон. ",0
"Для этого Компания выявляет заинтересованные стороны, признает и надлежащим способом принимает во внимание
их интересы и права и отвечает на выраженную ими озабоченность.
",0
Компания соблюдает права человека и признает их важность и всеобщность. ,1
"Компания уважает и там, где это возможно, продвигает права, изложенные в Международном билле о правах человека, уважает всеобщий характер таких прав, предпринимает меры по соблюдению прав человека, а в ситуациях, когда законодательство или его применение не обеспечивает адекватной защиты прав человека, следует Руководящим принципам предпринимательской деятельности в аспекте прав человека ООН.",0
Высокое качество корпоративного управления подразумевает повышение прозрачности и уровня доверия акционеров.,1
"Компания стремится совершенствовать систему корпоративного управления, приводя ее в соответствие с лучшими международными практиками.",1
"Основными ориентирами для разработки и внедрения новых технологий, инновационных продуктов и услуг, инноваций в управлении, модернизации существующих технологий являются повышение энергоэффективности, промышленной и экологической безопасности основного производства, повышение экономической эффективности алмазодобычи.",1
"Деятельность Компании в области устойчивого развития и корпоративной социальной ответственности осуществляется с учетом социально- экономических, природно- климатических и культурных особенностей регионов присутствия. Масштабы такой деятельности определяются остротой социальных, экологических и экономических проблем в регионе.",0
По итогам 2018 года деятельность Компании в области корпоративной социальной ответственности и устойчивого развития была отмечена включением в российские и международные рейтинги.,1
"Госкомитет Республики Саха (Якутия) по занятости населения отметил компанию как лучшего работодателя 2018 года,",1
"Компания была признана одним из лидеров ежегодного конкурса «Лидеры корпоративной благотворительности» среди россий- ских и международных компаний и вошла в число лидеров двух индексов РСПП в области устойчивого развития: «Ответственность и открытость» и «Вектор устойчивого развития»,",1
"Компания стала одним из лидеров итогового рейтинга экологической и энергетической эффективности крупнейших компаний России и Казахстана, работающих в реальном секторе экономики,",1
"Российский институт директоров повысил рейтинг Компании до уровня НРКУ 8 «Передовая практика корпоративного управления»,",1
Компания заняла второе место в рейтинге эколого-энергетической эффективности «Интерфакс-ЭРА» и вошла в 100 лучших организаций России «Экология и экологический менеджмент».,1
"1 января 2016 года официально всту- пили в силу 17 Целей в области устойчивого развития, изложенные в Повестке дня в области устойчивого развития
на период до 2030 года, которая была принята мировыми лидерами в сентябре 2015 года на историческом саммите Организации Объединенных Наций",0
"Цели в области устойчивого развития ООН на период до 2030 года представляют собой план действий, разработанный с целью защиты планеты и населяющих ее людей, а также их процветания. ",0
"Данные цели являются универсальными для всех стран и народов, призывают бороться с неравенством и учитывать интересы каждого. ",0
"Цели устойчивого развития ООН на период до 2030 года охватывают широкий комплекс вопросов и направлены на ликвидацию нищеты и голода, обеспечение рационального потребления и производства, а также оказание содействия в построении миролюбивого и открытого общества.",0
"На сегодняшний день в России на основе 169 задач ЦУР ООН разработан проект перечня показателей, предложенный
к включению в Национальный набор
для мониторинга достижения ЦУР ООН. Проект перечня также содержит целевые значения показателей, его обсуждение организовано на официальном сайте Федеральной службы государственной статистики",0
"Компания публично заявила о своей приверженности Целям
в области устойчивого развития ООН и об их интеграции в свою деятельность в 2018 году. Сегодня Компании необходимо
не просто соотносить свои действующие социальные инициативы с целями ООН, а внедрять их на уровне стратегии.",0
"Концепция ЦУР ООН дает хорошую возможность для системной попытки адаптации мировых целей как к российским условиям с учетом относительно высокого уровня развития страны в целом, так и для бизнеса.",0
"Компания в полной мере осознает важность повышения открытости и прозрачности в управлении устойчивым развитием. Придерживаясь принципов открытости, Компания постоянно находится в диалоге с заинтересованными сторонами.",1
"Компания размещает в открытом доступе на корпоративном сайте финансовые, годовые и социально-экологические отчеты, содержащие информацию о платежах в бюджеты всех уровней в виде налогов и роялти, результаты деятельности в области устойчивого развития, которые ежегодно проходят независимую проверку международными аудиторами.",0
"Компания осознает социальную ответственность за экономическое и социальное благополучие регионов присутствия, создание безопасных условий труда и внедряет комплекс мер, направленных на реализацию государственной политики по развитию малого и среднего предпринимательства, обучение и трудоустройство местного населения, включая представителей лиц коренных национальностей, женщин, молодежь и сельских жителей.",0
Для определения основных приоритетов ЦУР ООН на 2015–2030 годы для АЛРОСА и перспективам ее развития был проведен анализ содержания целей и адаптация их к деятельности Компании.,0
"АК «АЛРОСА» (ПАО) осуществляет свою основную деятельность на территории национальной республики — Республики Саха (Якутия), уделяя особое внимание реализации принципов высокой ответственности за социально-экономическую ситуацию в регионе, сохранение социальной стабильности среди местного населения и работников, обеспечение занятости, рост уровня и качества жизни населения. Для Компании Цель 1 не определена
в качестве приоритетной",0
" В соответствии со Стратегией развития Группы АЛРОСА на период 2018–2024 гг. и Долгосрочной программой развития Группы АЛРОСА на период 2018–2024 гг. для Компании приоритетным аспектом данной цели, как и для России является социальный, а не экономический.",0
"Компания, следуя принятым на себя принципам социальной ответственности, дальнейшего развития региональной политики, а также в целях обеспечения рациональной занятости сельского местного населения и удовлетворения потребностей структурных подразделений АК «АЛРОСА» (ПАО) и населения региона в основных сельскохозяйственных продуктах, инвестирует в собственный социальный объект подсобного хозяйства — совхоз «Новый».",0
"Учет Компанией потребностей местного / коренного населения республики в достойных условиях жизни не связан с ликвидацией нищеты как прямо определено Целью 1, а обеспечивается содействием экономическому росту региона и привлечением местных кадров на работу в Компании.",0
Создание совхоза «Новый» в структуре организации было определено условиями удаленности от центральных районов России и отсутствием других возможностей обеспечить работников алмазодобывающего предприятия натуральными и свежими продуктами питания.,0
"Основной деятельностью совхоза «Новый» является производство и поставка молока, яиц, мяса для обеспечения потребности работников Компании, связанной с компенсацией тяжелых и вредных условий труда, а также свободная реализация натуральной продукции для населения. Кроме того, совхоз «Новый» поставляет экологически чистое молоко в детские сады и школы Мирнинского района.",0
"В рамках Соглашений о взаимном сотрудничестве с муниципальными районами Республики Саха (Якутия) на 2011–2020 годы Компания традиционно поддерживает родовые общины оленеводов и рыбаков, ежегодно материальная помощь направляется на поддержку и развитие сельскохозяйственной деятельности.",0
"АК «АЛРОСА» (ПАО) достижение Цели 3 оценивается через конкретные показатели в сфере здравоохранения, поддержания здоровья и здорового образа жизни, а также создание безопасных условий труда.",0
"На протяжении многих лет Компания реализует комплекс социальных программ по поддержке здоровья, здорового образа жизни своих работников, их детей и пенсионеров-ветеранов Компании.",0
"Цель 3 представляет собой важную задачу, в решении которой здравоохранение играет большую, но не единственную роль, — это прежде всего снижение заболеваемости и смертности в трудоспособном возрасте как существенного параметра благополучия.",1
Важной составляющей по достижению Цели 3 для АК «АЛРОСА» (ПАО) является повышение уровня безопасности труда. Проекты в сфере охраны труда и про- мышленной безопасности интегрированы в бизнес-модель АК «АЛРОСА» (ПАО).,0
"С 2017 года Медицинский центр компании  реализует скрининговые программы, направленные на своевременное выявление и дальнейшее снижение заболеваемости.",0
"В 2018 году на эти цели было направлено 2,5 млрд руб. с учетом поддержания объектов культуры и спорта.",0
"С 2018 года ведется работа по совершенствованию действующей системы медицинского обслуживания населения на территории присутствия Компании, которая будет направлена на совершенствование действующей модели медицинского обслуживания и позволит улучшить состояние здоровья персонала АК «АЛРОСА» (ПАО) путем повышения качества и доступности медицинской помощи работникам Компании, усиления диагностической помощи и внедрения новых медицинских услуг. ",1
"Сегодня Компания наряду с современными технологиями внедряет управленческие решения, направленные на повышение уровня охраны труда и промышленной безопасности.",1
"Для АК «АЛРОСА» (ПАО) Цель 4 — это обеспечение всех видов деятельности профессиональным и компетентным персоналом в соответствии с производственными планами, а также формирование навыков у работников, в том числе востребованных рынком, особенно навыков будущего, для молодежи и взрослых.",0
"Персонал Компании имеет возможность непрерывного обучения благодаря действующей системе подготовки, переподготовки и повышения квалификации на собственной базе корпоративного обучения — Центра подготовки кадров АК «АЛРОСА» (ПАО) и его учебно-курсовых комбинатов, а также учебных центров РФ.",0
"В течение многих лет Компания реализует Комплексную программу по профориентационной работе в Мирнинском районе Республики Саха (Якутия), благодаря которой осуществляется подготовка старшеклассников для поступления на профильные для Компании специальности в ведущие вузы страны, финансирование участия школьников в российских и региональных олимпиадах по соглашению с основными техническими вузами России.",0
"В течение ряда лет на содержании
АК «АЛРОСА» (ПАО) находилось 27 дошкольных образовательных учреждений, располо- женных на территории Мирнинского и Лен- ского районов, которые посещали около
4 тыс. детей в возрасте от 2 до 7 лет.",0
"В результате реформирования и передачи дошкольных образовательных учреждений Компании муниципальным образованиям
в 2012 году была создана автономная некоммерческая дошкольная образовательная организация «Алмазик» (АН ДОО «Алмазик»), учредителем которой выступила АК «АЛРОСА» (ПАО) и в настоящее время ежегодно на безвозмездной основе осуществляет целевое финансирование для обеспе- чения ее уставной деятельности.",0
"Компания производит одинаковую оплату труда мужчинам и женщинам, имеющим одинаковые тарифные ставки.",0
"Доля женщин в структуре персонала
АК «АЛРОСА» (ПАО) и в руководящем со- ставе по итогам 2018 года пропорциональна и составляет 34,5% и 30,5% соответственно, что является высоким показателем для горно- добывающей отрасли.",0
Решение вопросов обеспечения качественным водоснабжением жителей районов республики сегодня для АК «АЛРОСА» (ПАО) выходит на первый план и существенное социальное значение имеет задача 6.1 по обеспечению населения чистой питьевой водой.,0
"Для АК «АЛРОСА» (ПАО) Цель 7 требует адаптации и на период до 2030 года и будет связана с обеспечением энергоэффективности производства — с развитием современных технологий в энергетике, которые будут соответствовать мировым целям по обеспечению климатических
и экологических ориентиров.",0
